,beds,baths,size,zip_code,price
1728,3,2.5,1790,862008,590000
1729,3,2,2140,863166,918000
1730,4,3,2040,863619,940000
1731,3,2,1894,863817,697000
1732,4,2.5,2750,863884,1680000
1733,4,3.5,2900,864159,1600000
1734,2,1,670,864648,490000
1735,4,2.5,2190,864983,1075000
1736,4,1.5,1810,865478,764000
1737,3,3,1440,865754,1050000
1738,3,2,2170,866027,560000
1739,2,2,993,866084,709600
1740,3,3.5,1450,866166,835000
1741,4,3.5,2336,866189,975000
1742,4,3,2320,866390,1472500
1743,3,2,1470,867280,600000
1744,1,1,672,868367,485000
1745,3,1.5,990,868555,775000
1746,4,3,2110,869696,1180000
1747,3,1,1670,869712,731000
1748,3,2,2060,870363,756110
1749,3,1,1920,871199,456000
1750,3,2.5,2910,871486,1975000
1751,2,1.5,912,871618,819980
1752,1,1,645,871625,305000
1753,2,2.5,1160,871941,850000
1754,3,1,2280,872088,1005000
1755,3,2.5,1515,872151,905000
1756,3,2.5,2600,872642,875000
1757,3,2,1000,872700,710000
1758,2,1,672,873013,373000
1759,2,2,1320,873713,860000
1760,3,2,2190,873906,840000
1761,1,2,1517,874447,1350000
1762,4,2,2160,874596,1400000
1763,4,1,2290,875826,905000
1764,3,1,1920,875867,725000
1765,3,3,1540,876447,800000
1766,2,2,983,877269,542500
1767,2,1.5,1670,877688,1025000
1768,2,2,880,878095,614500
1769,2,2,1526,878415,825000
1770,1,1,569,878616,435000
1771,4,3,2700,878858,1100000
1772,2,2.5,2282,879102,475000
1773,7,3.5,4530,879150,2950000
1774,1,1,698,879552,399999
1775,3,2,1590,879735,880000
1776,2,1,770,881191,460000
1777,3,2,2840,881402,1400000
1778,6,3,2350,881651,850000
1779,1,1,630,881823,335000
1780,1,1,482,882050,220000
1781,4,3.5,4350,882151,2000000
1782,1,3,1730,882231,750000
1783,1,1,761,882334,400000
1784,3,2,1684,882408,870000
1785,3,2.5,2040,882691,1200000
1786,2,2,1057,882809,599900
1787,3,2,2256,883492,1370000
1788,4,2,1900,883852,670000
1789,2,1,760,883856,775000
1790,2,1,780,885613,395000
1791,4,3,3020,886896,1499000
1792,1,2.5,2220,887063,1200000
1793,2,2,877,887157,415000
1794,4,2,1530,887219,645000
1795,2,1,850,887651,580000
1796,3,2.5,1860,888465,1050000
1797,2,2,980,888922,849950
1798,3,2,1470,889209,933500
1799,2,1,980,889449,598000
1800,2,2,1003,890041,875000
1801,3,1,996,890200,560000
1802,1,1,980,890627,485000
1803,4,1.5,2380,891196,937000
1804,2,2,2470,891528,1525000
1805,4,4,2120,891874,900000
1806,2,2.5,840,892071,720000
1807,4,5,1910,892247,800000
1808,2,1,1380,893403,640000
1809,4,5,2390,893502,1500000
1810,4,3,2840,894719,1399990
1811,2,1,875,895096,355000
1812,3,2.5,1813,895372,1275000
1813,3,3.5,2996,895797,2050000
1814,5,3.5,5020,895868,1550000
1815,3,2,1498,897644,935000
1816,2,1,711,898202,485000
1817,4,3,2740,899507,1220000
1818,3,2,1328,899523,920000
1819,2,2,1332,899807,845000
1820,3,2,2020,900575,840000
1821,1,1,916,900621,652500
1822,2,2,1546,901991,669000
1823,4,3,2970,902422,720000
1824,3,3.5,1615,902578,796000
1825,2,2,1170,902745,625000
1826,3,2,1350,903075,722500
1827,2,2,1143,903114,689900
1828,3,2.5,1220,903920,900000
1829,4,1.5,2100,904239,875000
1830,4,1.5,3200,906465,1290000
1831,1,2,1137,906505,930000
1832,3,2,2930,907016,775000
1833,2,1,808,907685,422500
1834,4,4,2550,907860,1550000
1835,2,2,789,908915,475000
1836,3,3,2546,909000,1810000
1837,2,1,680,909044,565000
1838,2,1.5,1000,910094,640000
1839,3,2,1676,910239,840000
1840,2,1,985,910571,790000
1841,1,1,750,910884,725000
1842,1,1,843,911390,370000
1843,4,2,3220,911518,2000000
1844,2,2,2340,911573,1398000
1845,1,1,543,912017,390000
1846,5,3,4040,912233,1650000
1847,2,1,990,912779,455000
1848,4,4,2850,912816,1755000
1849,4,2.5,1620,913180,849950
1850,1,1,514,913184,345000
1851,2,1,1240,913771,656500
1852,3,2.5,1620,914181,935000
1853,3,3,1608,914337,625000
1854,4,1,1530,914353,740000
1855,4,2,2270,915367,1335000
1856,1,1,908,915554,475000
1857,2,1,1180,915783,677000
1858,1,1,672,916870,464000
1859,3,1.5,998,917251,610000
1860,4,2,2220,918039,740000
1861,1,1,700,918339,405000
1862,7,6,7636,918877,2225000
1863,4,5.5,3530,919508,1550000
1864,3,2,1620,919660,675000
1865,4,3,1620,920640,950000
1866,2,2,1138,920815,515000
1867,1,1,669,921418,385000
1868,4,3.5,2600,921629,1060000
1869,3,2,1960,921638,900000
1870,2,2,950,921676,395000
1871,2,2,1410,921881,880000
1872,2,1.5,1022,922233,729000
1873,4,2,2840,925470,1175000
1874,1,1,712,925929,500000
1875,5,2,1920,926635,739000
1876,3,3.5,3880,926805,2500000
1877,3,2,1010,926967,650000
1878,6,4,3300,927150,1237500
1879,3,1,1070,927172,580000
1880,3,1,1270,927276,1050000
1881,3,2,1413,929000,1099970
1882,3,2.5,1820,929014,1030000
1883,2,2,1415,929398,469000
1884,3,3,2212,929816,1470000
1885,3,3.5,3290,930432,1400000
1886,2,2,1391,931028,672500
1887,2,2,1372,931736,649950
1888,2,1.5,960,933315,515000
1889,3,2.5,1890,934854,699000
1890,4,3,2230,934861,1150000
1891,1,1.5,952,935042,750000
1892,2,1,925,935062,535000
1893,4,2,1820,936978,760000
1894,8,4.5,3600,937081,1500000
1895,2,2.5,1305,937125,770000
1896,3,2,1840,937591,959630
1897,1,1,782,938024,519990
1898,2,2.5,1040,938650,705000
1899,2,2,1050,938772,480000
1900,2,2,1019,940033,813000
1901,4,2.5,3198,941050,1712000
1902,1,1,557,941265,222000
1903,2,2.5,950,943141,675000
1904,3,1,1050,943268,835000
1905,1,1,533,943393,300000
1906,3,1,860,944018,425000
1907,4,3,1890,945004,699000
1908,2,2.5,1138,945420,515000
1909,4,2,1830,945492,535000
1910,2,1,1980,945809,699950
1911,3,5.5,1730,948018,850000
1912,3,3,2462,949142,915000
1913,3,3.5,1300,949891,583000
1914,4,2,1550,950182,1325000
1915,3,3.5,1679,951145,689000
1916,3,1,1220,951793,680000
1917,3,1.5,1540,952073,535000
1918,3,2,1520,952376,916500
1919,3,1,1320,952423,529000
1920,2,1,1290,952903,640000
1921,3,2.5,1870,953068,890000
1922,3,3.5,1762,953148,1000000
1923,3,1,1240,953920,531000
1924,3,1.5,1307,954912,650000
1925,2,2,1167,955124,650000
1926,2,1.5,1070,956480,849950
1927,2,1,1820,957048,1037300
1928,3,2,1790,957810,900000
1929,5,3.5,3700,958056,2050000
1930,4,3.5,3340,958080,2100000
1931,4,2.5,2250,958269,924900
1932,3,2,1799,958425,940000
1933,1,1,584,958579,411000
1934,5,2.5,4639,958984,3350000
1935,3,1,1810,959167,512000
1936,1,1,907,959532,585000
1937,3,2,2120,959688,1345000
1938,1,1,616,961664,399900
1939,6,6,1780,962016,733500
1940,4,2,2630,962129,1350000
1941,5,3,3060,962723,950000
1942,3,2,2700,962890,734000
1943,5,4,2030,962928,670000
1944,3,2.5,1620,964651,770000
1945,5,4.5,5704,965151,4000000
1946,2,1,700,965294,800000
1947,2,3,1260,965407,770000
1948,4,2,1770,965907,1425000
1949,4,2.5,1812,967312,825000
1950,1,1,648,968173,395000
1951,2,2,840,968530,725000
1952,3,2,2100,968682,845000
1953,5,3,2550,968763,1450000
1954,1,1,774,968810,265000
1955,2,2.5,1736,969363,970000
1956,3,2.5,2198,969559,1675000
1957,2,1,770,969637,620000
1958,2,2,1150,969751,725000
1959,3,2,2330,970185,1098000
1960,5,4.5,4693,970530,2650000
1961,3,3,1790,971364,755000
1962,4,3.5,2960,971372,1700000
1963,1,1,591,971868,434000
1964,2,2,1391,971980,860000
1965,3,2,1160,972594,566000
1966,1,1,720,972833,365000
1967,1,1,701,973023,325000
1968,4,2,2570,973262,1495000
1969,3,2,1611,974440,915000
1970,4,2.5,2474,975024,1725000
1971,3,2,1300,975204,778000
1972,2,2.5,840,975807,620000
1973,2,2,1100,975954,749000
1974,3,2.5,2730,976343,1199000
1975,2,2,1004,977189,325000
1976,3,3,1650,978316,950000
1977,3,3,1650,979534,974999
1978,4,1,1850,979575,600000
1979,5,3.5,4050,979897,2895000
1980,1,1,865,980201,712500
1981,2,2,1252,980211,1349000
1982,3,3,1790,982317,1325000
1983,5,3,2020,982513,899000
1984,3,1.5,1280,982599,750000
1985,4,2,1630,982729,942000
1986,3,3.5,1460,983408,740000
1987,3,2,1210,984552,875000
1988,4,2,2080,985265,1098000
1989,4,2,3542,986653,1150000
1990,3,1.5,2200,987823,860000
1991,1,1,603,988405,400000
1992,2,2,1456,988770,575000
1993,2,2.5,1169,989304,615000
1994,2,1,1770,989787,926000
1995,4,2,1641,989826,538800
1996,1,1,600,989861,310000
1997,2,1.5,860,990138,734950
1998,4,3.5,4990,990693,4815000
1999,3,2,1749,990998,699950
2000,3,4,1580,991170,825000
2001,3,2.5,2340,991232,1900000
2002,6,3,2440,991428,925000
2003,1,1,705,992215,490000
2004,2,2,1227,994181,715000
2005,5,4,2734,994608,1300000
2006,2,2,839,994729,385000
2007,3,1,1120,996127,708000
2008,3,2,1482,997119,919000
2009,3,3.5,1680,998187,675000
2010,2,2,1400,998340,699950
2011,3,2,1370,998441,910000
2012,1,1,889,998470,550000
2013,4,2,2140,998783,1150000
2014,2,2,795,999482,590000
2015,3,2,1710,999657,659000
